transaction_id,user_id,plan_id,billing_date,amount_paid,payment_status
52641,1342,1,2026-02-17,29.0,Success
52642,1342,1,2026-03-19,0.0,Failed
52643,1342,1,2026-04-18,29.0,Success
52644,1342,1,2026-05-18,29.0,Success
52645,1343,1,2025-04-10,29.0,Success
52646,1343,1,2025-05-10,29.0,Success
52647,1343,1,2025-06-09,29.0,Success
52648,1343,1,2025-07-09,29.0,Success
52649,1343,1,2025-08-08,29.0,Success
52650,1343,1,2025-09-07,29.0,Success
52651,1343,1,2025-10-07,29.0,Success
52652,1343,1,2025-11-06,29.0,Success
52653,1343,1,2025-12-06,29.0,Success
52654,1343,1,2026-01-05,29.0,Success
52655,1343,1,2026-02-04,29.0,Success
52656,1343,1,2026-03-06,29.0,Success
52657,1344,1,2025-06-29,29.0,Success
52658,1344,1,2025-07-29,29.0,Success
52659,1344,1,2025-08-28,29.0,Success
52660,1344,1,2025-09-27,29.0,Success
52661,1344,1,2025-10-27,29.0,Success
52662,1344,1,2025-11-26,29.0,Success
52663,1344,1,2025-12-26,29.0,Success
52664,1344,1,2026-01-25,29.0,Success
52665,1344,1,2026-02-24,29.0,Success
52666,1344,1,2026-03-26,0.0,Failed
52667,1344,1,2026-04-25,29.0,Success
52668,1344,1,2026-05-25,29.0,Success
52669,1345,2,2025-08-11,79.0,Success
52670,1345,2,2025-09-10,79.0,Success
52671,1345,2,2025-10-10,79.0,Success
52672,1345,2,2025-11-09,0.0,Failed
52673,1345,2,2025-12-09,79.0,Success
52674,1345,2,2026-01-08,79.0,Success
52675,1346,1,2026-03-18,29.0,Success
52676,1346,1,2026-04-17,29.0,Success
52677,1346,1,2026-05-17,29.0,Success
52678,1347,2,2025-11-21,79.0,Success
52679,1347,2,2025-12-21,79.0,Success
52680,1347,2,2026-01-20,79.0,Success
52681,1347,2,2026-02-19,79.0,Success
52682,1347,2,2026-03-21,79.0,Success
52683,1347,2,2026-04-20,79.0,Success
52684,1347,2,2026-05-20,79.0,Success
52685,1348,2,2025-01-16,0.0,Failed
52686,1348,2,2025-02-15,79.0,Success
52687,1348,2,2025-03-17,79.0,Success
52688,1348,2,2025-04-16,79.0,Success
52689,1348,2,2025-05-16,79.0,Success
52690,1348,2,2025-06-15,79.0,Success
52691,1348,2,2025-07-15,79.0,Success
52692,1348,2,2025-08-14,79.0,Success
52693,1348,2,2025-09-13,79.0,Success
52694,1348,2,2025-10-13,79.0,Success
52695,1348,2,2025-11-12,79.0,Success
52696,1348,2,2025-12-12,79.0,Success
52697,1348,2,2026-01-11,79.0,Success
52698,1348,2,2026-02-10,79.0,Success
52699,1348,2,2026-03-12,79.0,Success
52700,1348,2,2026-04-11,79.0,Success
52701,1348,2,2026-05-11,79.0,Success
52702,1349,1,2025-12-02,29.0,Success
52703,1349,1,2026-01-01,29.0,Success
52704,1349,1,2026-01-31,29.0,Success
52705,1349,1,2026-03-02,29.0,Success
52706,1349,1,2026-04-01,29.0,Success
52707,1349,1,2026-05-01,29.0,Success
52708,1350,2,2025-09-15,79.0,Success
52709,1350,2,2025-10-15,79.0,Success
52710,1350,2,2025-11-14,79.0,Success
52711,1350,2,2025-12-14,0.0,Failed
52712,1350,2,2026-01-13,79.0,Success
52713,1350,2,2026-02-12,79.0,Success
52714,1350,2,2026-03-14,79.0,Success
52715,1350,2,2026-04-13,79.0,Success
52716,1350,2,2026-05-13,79.0,Success
52717,1351,1,2026-05-12,29.0,Success
52718,1352,3,2025-06-09,149.0,Success
52719,1352,3,2025-07-09,149.0,Success
52720,1352,3,2025-08-08,149.0,Success
52721,1352,3,2025-09-07,149.0,Success
52722,1352,3,2025-10-07,149.0,Success
52723,1352,3,2025-11-06,149.0,Success
52724,1352,3,2025-12-06,149.0,Success
52725,1352,3,2026-01-05,149.0,Success
52726,1352,3,2026-02-04,149.0,Success
52727,1352,3,2026-03-06,149.0,Success
52728,1352,3,2026-04-05,149.0,Success
52729,1352,3,2026-05-05,149.0,Success
52730,1353,1,2026-04-20,29.0,Success
52731,1353,1,2026-05-20,29.0,Success
52732,1354,2,2026-01-15,79.0,Success
52733,1354,2,2026-02-14,79.0,Success
52734,1354,2,2026-03-16,79.0,Success
52735,1354,2,2026-04-15,79.0,Success
52736,1354,2,2026-05-15,79.0,Success
52737,1355,2,2026-03-03,79.0,Success
52738,1355,2,2026-04-02,79.0,Success
52739,1355,2,2026-05-02,79.0,Success
52740,1356,1,2025-09-25,29.0,Success
52741,1356,1,2025-10-25,29.0,Success
52742,1356,1,2025-11-24,29.0,Success
52743,1356,1,2025-12-24,29.0,Success
52744,1356,1,2026-01-23,29.0,Success
52745,1356,1,2026-02-22,29.0,Success
52746,1356,1,2026-03-24,29.0,Success
52747,1356,1,2026-04-23,29.0,Success
52748,1356,1,2026-05-23,29.0,Success
52749,1357,2,2026-02-21,79.0,Success
52750,1357,2,2026-03-23,79.0,Success
52751,1357,2,2026-04-22,79.0,Success
52752,1357,2,2026-05-22,79.0,Success
52753,1358,3,2025-06-17,149.0,Success
52754,1358,3,2025-07-17,149.0,Success
52755,1358,3,2025-08-16,149.0,Success
52756,1358,3,2025-09-15,149.0,Success
52757,1358,3,2025-10-15,149.0,Success
52758,1358,3,2025-11-14,149.0,Success
52759,1358,3,2025-12-14,149.0,Success
52760,1358,3,2026-01-13,149.0,Success
52761,1358,3,2026-02-12,149.0,Success
52762,1358,3,2026-03-14,149.0,Success
52763,1358,3,2026-04-13,149.0,Success
52764,1358,3,2026-05-13,149.0,Success
52765,1359,2,2025-02-12,79.0,Success
52766,1359,2,2025-03-14,79.0,Success
52767,1359,2,2025-04-13,79.0,Success
52768,1359,2,2025-05-13,79.0,Success
52769,1359,2,2025-06-12,79.0,Success
52770,1359,2,2025-07-12,79.0,Success
52771,1359,2,2025-08-11,79.0,Success
52772,1359,2,2025-09-10,0.0,Failed
52773,1359,2,2025-10-10,79.0,Success
52774,1359,2,2025-11-09,79.0,Success
52775,1359,2,2025-12-09,79.0,Success
52776,1359,2,2026-01-08,79.0,Success
52777,1360,2,2025-10-12,79.0,Success
52778,1360,2,2025-11-11,79.0,Success
52779,1360,2,2025-12-11,79.0,Success
52780,1360,2,2026-01-10,0.0,Failed
52781,1360,2,2026-02-09,79.0,Success
52782,1360,2,2026-03-11,79.0,Success
52783,1360,2,2026-04-10,79.0,Success
52784,1360,2,2026-05-10,79.0,Success
52785,1361,3,2026-02-01,149.0,Success
52786,1361,3,2026-03-03,149.0,Success
52787,1361,3,2026-04-02,149.0,Success
52788,1361,3,2026-05-02,149.0,Success
52789,1362,1,2025-01-12,29.0,Success
52790,1362,1,2025-02-11,29.0,Success
52791,1362,1,2025-03-13,29.0,Success
52792,1362,1,2025-04-12,29.0,Success
52793,1362,1,2025-05-12,29.0,Success
52794,1362,1,2025-06-11,29.0,Success
52795,1362,1,2025-07-11,29.0,Success
52796,1362,1,2025-08-10,29.0,Success
52797,1362,1,2025-09-09,29.0,Success
52798,1362,1,2025-10-09,29.0,Success
52799,1362,1,2025-11-08,29.0,Success
52800,1362,1,2025-12-08,29.0,Success
52801,1362,1,2026-01-07,29.0,Success
52802,1362,1,2026-02-06,29.0,Success
52803,1362,1,2026-03-08,29.0,Success
52804,1362,1,2026-04-07,29.0,Success
52805,1362,1,2026-05-07,29.0,Success
52806,1363,1,2025-10-29,29.0,Success
52807,1363,1,2025-11-28,29.0,Success
52808,1363,1,2025-12-28,29.0,Success
52809,1363,1,2026-01-27,29.0,Success
52810,1363,1,2026-02-26,29.0,Success
52811,1363,1,2026-03-28,29.0,Success
52812,1363,1,2026-04-27,29.0,Success
52813,1363,1,2026-05-27,29.0,Success
52814,1364,2,2025-09-10,79.0,Success
52815,1364,2,2025-10-10,79.0,Success
52816,1364,2,2025-11-09,79.0,Success
52817,1364,2,2025-12-09,79.0,Success
52818,1364,2,2026-01-08,79.0,Success
52819,1364,2,2026-02-07,79.0,Success
52820,1364,2,2026-03-09,79.0,Success
52821,1364,2,2026-04-08,79.0,Success
52822,1364,2,2026-05-08,79.0,Success
52823,1365,1,2026-05-14,29.0,Success
52824,1366,2,2025-02-04,79.0,Success
52825,1366,2,2025-03-06,79.0,Success
52826,1366,2,2025-04-05,79.0,Success
52827,1366,2,2025-05-05,79.0,Success
52828,1366,2,2025-06-04,79.0,Success
52829,1366,2,2025-07-04,79.0,Success
52830,1366,2,2025-08-03,79.0,Success
52831,1366,2,2025-09-02,79.0,Success
52832,1366,2,2025-10-02,79.0,Success
52833,1366,2,2025-11-01,79.0,Success
52834,1366,2,2025-12-01,79.0,Success
52835,1366,2,2025-12-31,79.0,Success
52836,1366,2,2026-01-30,79.0,Success
52837,1366,2,2026-03-01,79.0,Success
52838,1366,2,2026-03-31,0.0,Failed
52839,1366,2,2026-04-30,79.0,Success
52840,1366,2,2026-05-30,79.0,Success
52841,1367,3,2025-03-31,149.0,Success
52842,1367,3,2025-04-30,149.0,Success
52843,1367,3,2025-05-30,149.0,Success
52844,1367,3,2025-06-29,149.0,Success
52845,1367,3,2025-07-29,149.0,Success
52846,1367,3,2025-08-28,149.0,Success
52847,1367,3,2025-09-27,149.0,Success
52848,1367,3,2025-10-27,149.0,Success
52849,1367,3,2025-11-26,149.0,Success
52850,1367,3,2025-12-26,149.0,Success
52851,1367,3,2026-01-25,149.0,Success
52852,1367,3,2026-02-24,149.0,Success
52853,1368,1,2026-02-22,29.0,Success
52854,1368,1,2026-03-24,29.0,Success
52855,1368,1,2026-04-23,29.0,Success
52856,1368,1,2026-05-23,29.0,Success
52857,1369,1,2025-04-25,29.0,Success
52858,1369,1,2025-05-25,29.0,Success
52859,1369,1,2025-06-24,29.0,Success
52860,1370,2,2025-07-15,79.0,Success
52861,1370,2,2025-08-14,79.0,Success
52862,1370,2,2025-09-13,79.0,Success
52863,1370,2,2025-10-13,79.0,Success
52864,1370,2,2025-11-12,79.0,Success
52865,1370,2,2025-12-12,79.0,Success
52866,1370,2,2026-01-11,79.0,Success
52867,1370,2,2026-02-10,79.0,Success
52868,1370,2,2026-03-12,79.0,Success
52869,1370,2,2026-04-11,79.0,Success
52870,1370,2,2026-05-11,0.0,Failed
52871,1371,1,2026-05-16,29.0,Success
52872,1372,2,2026-05-08,79.0,Success
52873,1373,1,2025-03-16,29.0,Success
52874,1373,1,2025-04-15,29.0,Success
52875,1373,1,2025-05-15,29.0,Success
52876,1373,1,2025-06-14,29.0,Success
52877,1373,1,2025-07-14,29.0,Success
52878,1373,1,2025-08-13,29.0,Success
52879,1373,1,2025-09-12,29.0,Success
52880,1373,1,2025-10-12,29.0,Success
52881,1373,1,2025-11-11,29.0,Success
52882,1373,1,2025-12-11,29.0,Success
52883,1373,1,2026-01-10,29.0,Success
52884,1373,1,2026-02-09,29.0,Success
52885,1373,1,2026-03-11,29.0,Success
52886,1373,1,2026-04-10,29.0,Success
52887,1373,1,2026-05-10,29.0,Success
52888,1374,2,2026-02-17,79.0,Success
52889,1374,2,2026-03-19,79.0,Success
52890,1374,2,2026-04-18,79.0,Success
52891,1374,2,2026-05-18,79.0,Success
52892,1375,1,2026-01-11,29.0,Success
52893,1375,1,2026-02-10,29.0,Success
52894,1375,1,2026-03-12,29.0,Success
52895,1375,1,2026-04-11,29.0,Success
52896,1375,1,2026-05-11,29.0,Success
52897,1376,2,2026-02-24,79.0,Success
52898,1376,2,2026-03-26,79.0,Success
52899,1376,2,2026-04-25,79.0,Success
52900,1376,2,2026-05-25,79.0,Success
52901,1377,1,2025-10-04,29.0,Success
52902,1377,1,2025-11-03,29.0,Success
52903,1377,1,2025-12-03,29.0,Success
52904,1377,1,2026-01-02,29.0,Success
52905,1377,1,2026-02-01,29.0,Success
52906,1377,1,2026-03-03,29.0,Success
52907,1377,1,2026-04-02,29.0,Success
52908,1377,1,2026-05-02,29.0,Success
52909,1378,2,2026-01-29,79.0,Success
52910,1378,2,2026-02-28,0.0,Failed
52911,1378,2,2026-03-30,79.0,Success
52912,1378,2,2026-04-29,79.0,Success
52913,1378,2,2026-05-29,79.0,Success
52914,1379,1,2026-04-02,29.0,Success
52915,1379,1,2026-05-02,29.0,Success
52916,1380,2,2025-07-11,79.0,Success
52917,1380,2,2025-08-10,79.0,Success
52918,1380,2,2025-09-09,79.0,Success
52919,1381,3,2025-04-09,149.0,Success
52920,1381,3,2025-05-09,149.0,Success
52921,1381,3,2025-06-08,149.0,Success
52922,1382,1,2025-04-06,29.0,Success
52923,1382,1,2025-05-06,29.0,Success
52924,1382,1,2025-06-05,29.0,Success
52925,1382,1,2025-07-05,29.0,Success
52926,1382,1,2025-08-04,29.0,Success
52927,1382,1,2025-09-03,29.0,Success
52928,1382,1,2025-10-03,29.0,Success
52929,1382,1,2025-11-02,29.0,Success
52930,1382,1,2025-12-02,29.0,Success
52931,1382,1,2026-01-01,29.0,Success
52932,1382,1,2026-01-31,29.0,Success
52933,1382,1,2026-03-02,29.0,Success
52934,1382,1,2026-04-01,0.0,Failed
52935,1382,1,2026-05-01,29.0,Success
52936,1382,1,2026-05-31,29.0,Success
52937,1383,1,2025-07-09,29.0,Success
52938,1383,1,2025-08-08,29.0,Success
52939,1383,1,2025-09-07,29.0,Success
52940,1383,1,2025-10-07,29.0,Success
52941,1383,1,2025-11-06,29.0,Success
52942,1383,1,2025-12-06,29.0,Success
52943,1383,1,2026-01-05,29.0,Success
52944,1383,1,2026-02-04,29.0,Success
52945,1383,1,2026-03-06,29.0,Success
52946,1383,1,2026-04-05,29.0,Success
52947,1383,1,2026-05-05,29.0,Success
52948,1384,1,2025-02-06,29.0,Success
52949,1384,1,2025-03-08,29.0,Success
52950,1384,1,2025-04-07,29.0,Success
52951,1384,1,2025-05-07,29.0,Success
52952,1384,1,2025-06-06,29.0,Success
52953,1384,1,2025-07-06,29.0,Success
52954,1384,1,2025-08-05,29.0,Success
52955,1384,1,2025-09-04,29.0,Success
52956,1384,1,2025-10-04,29.0,Success
52957,1384,1,2025-11-03,29.0,Success
52958,1384,1,2025-12-03,29.0,Success
52959,1384,1,2026-01-02,29.0,Success
52960,1384,1,2026-02-01,29.0,Success
52961,1384,1,2026-03-03,29.0,Success
52962,1384,1,2026-04-02,29.0,Success
52963,1384,1,2026-05-02,29.0,Success
52964,1385,2,2026-01-04,79.0,Success
52965,1385,2,2026-02-03,79.0,Success
52966,1385,2,2026-03-05,79.0,Success
52967,1385,2,2026-04-04,79.0,Success
52968,1385,2,2026-05-04,79.0,Success
52969,1386,2,2025-10-06,79.0,Success
52970,1386,2,2025-11-05,79.0,Success
52971,1386,2,2025-12-05,79.0,Success
52972,1386,2,2026-01-04,79.0,Success
52973,1386,2,2026-02-03,79.0,Success
52974,1386,2,2026-03-05,79.0,Success
52975,1386,2,2026-04-04,79.0,Success
52976,1386,2,2026-05-04,79.0,Success
52977,1387,2,2025-08-05,79.0,Success
52978,1387,2,2025-09-04,79.0,Success
52979,1387,2,2025-10-04,79.0,Success
52980,1387,2,2025-11-03,79.0,Success
52981,1387,2,2025-12-03,79.0,Success
52982,1387,2,2026-01-02,79.0,Success
52983,1387,2,2026-02-01,79.0,Success
52984,1387,2,2026-03-03,79.0,Success
52985,1387,2,2026-04-02,79.0,Success
52986,1387,2,2026-05-02,79.0,Success
52987,1388,1,2025-09-30,29.0,Success
52988,1388,1,2025-10-30,29.0,Success
52989,1388,1,2025-11-29,29.0,Success
52990,1388,1,2025-12-29,29.0,Success
52991,1388,1,2026-01-28,29.0,Success
52992,1388,1,2026-02-27,29.0,Success
52993,1388,1,2026-03-29,29.0,Success
52994,1388,1,2026-04-28,29.0,Success
52995,1388,1,2026-05-28,29.0,Success
52996,1389,1,2025-03-03,29.0,Success
52997,1389,1,2025-04-02,29.0,Success
52998,1389,1,2025-05-02,29.0,Success
52999,1389,1,2025-06-01,29.0,Success
53000,1389,1,2025-07-01,29.0,Success
53001,1389,1,2025-07-31,29.0,Success
53002,1389,1,2025-08-30,29.0,Success
53003,1389,1,2025-09-29,29.0,Success
53004,1389,1,2025-10-29,29.0,Success
53005,1389,1,2025-11-28,29.0,Success
53006,1389,1,2025-12-28,29.0,Success
53007,1389,1,2026-01-27,29.0,Success
53008,1389,1,2026-02-26,29.0,Success
53009,1389,1,2026-03-28,29.0,Success
53010,1389,1,2026-04-27,29.0,Success
53011,1389,1,2026-05-27,29.0,Success
53012,1390,2,2025-12-08,79.0,Success
53013,1390,2,2026-01-07,79.0,Success
53014,1390,2,2026-02-06,79.0,Success
53015,1390,2,2026-03-08,79.0,Success
53016,1390,2,2026-04-07,79.0,Success
53017,1390,2,2026-05-07,79.0,Success
53018,1391,1,2026-02-01,29.0,Success
53019,1391,1,2026-03-03,0.0,Failed
53020,1391,1,2026-04-02,29.0,Success
53021,1391,1,2026-05-02,29.0,Success
53022,1392,3,2025-01-19,149.0,Success
53023,1392,3,2025-02-18,149.0,Success
53024,1392,3,2025-03-20,149.0,Success
53025,1392,3,2025-04-19,149.0,Success
53026,1392,3,2025-05-19,149.0,Success
53027,1392,3,2025-06-18,149.0,Success
53028,1392,3,2025-07-18,149.0,Success
53029,1392,3,2025-08-17,149.0,Success
53030,1392,3,2025-09-16,149.0,Success
53031,1392,3,2025-10-16,149.0,Success
53032,1392,3,2025-11-15,149.0,Success
53033,1392,3,2025-12-15,0.0,Failed
53034,1392,3,2026-01-14,149.0,Success
53035,1392,3,2026-02-13,149.0,Success
53036,1392,3,2026-03-15,149.0,Success
53037,1392,3,2026-04-14,149.0,Success
53038,1392,3,2026-05-14,149.0,Success
53039,1393,1,2025-06-26,29.0,Success
53040,1393,1,2025-07-26,0.0,Failed
53041,1393,1,2025-08-25,29.0,Success
53042,1393,1,2025-09-24,29.0,Success
53043,1393,1,2025-10-24,29.0,Success
53044,1393,1,2025-11-23,29.0,Success
53045,1393,1,2025-12-23,0.0,Failed
53046,1393,1,2026-01-22,29.0,Success
53047,1393,1,2026-02-21,29.0,Success
53048,1393,1,2026-03-23,0.0,Failed
53049,1393,1,2026-04-22,29.0,Success
53050,1393,1,2026-05-22,29.0,Success
53051,1394,2,2026-01-31,79.0,Success
53052,1394,2,2026-03-02,79.0,Success
53053,1394,2,2026-04-01,79.0,Success
53054,1394,2,2026-05-01,79.0,Success
53055,1394,2,2026-05-31,79.0,Success
53056,1395,1,2026-03-21,29.0,Success
53057,1395,1,2026-04-20,29.0,Success
53058,1395,1,2026-05-20,29.0,Success
53059,1396,1,2025-08-21,29.0,Success
53060,1396,1,2025-09-20,29.0,Success
53061,1396,1,2025-10-20,29.0,Success
53062,1396,1,2025-11-19,29.0,Success
53063,1396,1,2025-12-19,0.0,Failed
53064,1396,1,2026-01-18,0.0,Failed
53065,1396,1,2026-02-17,29.0,Success
53066,1396,1,2026-03-19,29.0,Success
53067,1396,1,2026-04-18,29.0,Success
53068,1396,1,2026-05-18,29.0,Success
53069,1397,2,2025-03-17,79.0,Success
53070,1397,2,2025-04-16,79.0,Success
53071,1397,2,2025-05-16,79.0,Success
53072,1397,2,2025-06-15,79.0,Success
53073,1397,2,2025-07-15,79.0,Success
53074,1397,2,2025-08-14,79.0,Success
53075,1397,2,2025-09-13,79.0,Success
53076,1397,2,2025-10-13,79.0,Success
53077,1397,2,2025-11-12,79.0,Success
53078,1397,2,2025-12-12,79.0,Success
53079,1397,2,2026-01-11,79.0,Success
53080,1397,2,2026-02-10,79.0,Success
53081,1398,2,2025-09-22,79.0,Success
53082,1398,2,2025-10-22,79.0,Success
53083,1398,2,2025-11-21,79.0,Success
53084,1398,2,2025-12-21,79.0,Success
53085,1398,2,2026-01-20,79.0,Success
53086,1398,2,2026-02-19,79.0,Success
53087,1398,2,2026-03-21,79.0,Success
53088,1398,2,2026-04-20,79.0,Success
53089,1398,2,2026-05-20,79.0,Success
53090,1399,3,2026-03-31,149.0,Success
53091,1399,3,2026-04-30,149.0,Success
53092,1399,3,2026-05-30,149.0,Success
53093,1400,1,2026-01-19,29.0,Success
53094,1400,1,2026-02-18,29.0,Success
53095,1400,1,2026-03-20,29.0,Success
53096,1400,1,2026-04-19,29.0,Success
53097,1400,1,2026-05-19,29.0,Success
53098,1401,1,2026-05-21,29.0,Success
53099,1402,2,2026-01-02,79.0,Success
53100,1402,2,2026-02-01,79.0,Success
53101,1402,2,2026-03-03,79.0,Success
53102,1402,2,2026-04-02,79.0,Success
53103,1402,2,2026-05-02,79.0,Success
53104,1403,2,2025-05-24,79.0,Success
53105,1403,2,2025-06-23,79.0,Success
53106,1403,2,2025-07-23,79.0,Success
53107,1403,2,2025-08-22,79.0,Success
53108,1403,2,2025-09-21,79.0,Success
53109,1403,2,2025-10-21,79.0,Success
53110,1403,2,2025-11-20,79.0,Success
53111,1403,2,2025-12-20,79.0,Success
53112,1403,2,2026-01-19,79.0,Success
53113,1403,2,2026-02-18,79.0,Success
53114,1403,2,2026-03-20,79.0,Success
53115,1403,2,2026-04-19,79.0,Success
53116,1403,2,2026-05-19,79.0,Success
53117,1404,1,2025-03-10,29.0,Success
53118,1404,1,2025-04-09,29.0,Success
53119,1404,1,2025-05-09,29.0,Success
53120,1404,1,2025-06-08,29.0,Success
53121,1404,1,2025-07-08,29.0,Success
53122,1404,1,2025-08-07,29.0,Success
53123,1404,1,2025-09-06,29.0,Success
53124,1404,1,2025-10-06,29.0,Success
53125,1404,1,2025-11-05,29.0,Success
53126,1404,1,2025-12-05,29.0,Success
53127,1404,1,2026-01-04,29.0,Success
53128,1404,1,2026-02-03,29.0,Success
53129,1404,1,2026-03-05,29.0,Success
53130,1404,1,2026-04-04,29.0,Success
53131,1404,1,2026-05-04,29.0,Success
53132,1405,1,2025-04-09,29.0,Success
53133,1405,1,2025-05-09,29.0,Success
53134,1405,1,2025-06-08,29.0,Success
53135,1405,1,2025-07-08,0.0,Failed
53136,1405,1,2025-08-07,29.0,Success
53137,1405,1,2025-09-06,29.0,Success
53138,1406,1,2026-01-31,29.0,Success
53139,1406,1,2026-03-02,29.0,Success
53140,1406,1,2026-04-01,29.0,Success
53141,1406,1,2026-05-01,29.0,Success
53142,1406,1,2026-05-31,29.0,Success
53143,1407,3,2025-01-25,149.0,Success
53144,1407,3,2025-02-24,149.0,Success
53145,1407,3,2025-03-26,149.0,Success
53146,1407,3,2025-04-25,149.0,Success
53147,1407,3,2025-05-25,149.0,Success
53148,1407,3,2025-06-24,149.0,Success
53149,1407,3,2025-07-24,149.0,Success
53150,1407,3,2025-08-23,149.0,Success
53151,1407,3,2025-09-22,149.0,Success
53152,1407,3,2025-10-22,149.0,Success
53153,1407,3,2025-11-21,149.0,Success
53154,1407,3,2025-12-21,149.0,Success
53155,1408,1,2026-04-14,29.0,Success
53156,1408,1,2026-05-14,29.0,Success
53157,1409,1,2026-04-29,29.0,Success
53158,1409,1,2026-05-29,29.0,Success
53159,1410,1,2025-05-31,29.0,Success
53160,1410,1,2025-06-30,29.0,Success
53161,1410,1,2025-07-30,29.0,Success
53162,1410,1,2025-08-29,29.0,Success
53163,1410,1,2025-09-28,29.0,Success
53164,1410,1,2025-10-28,29.0,Success
53165,1410,1,2025-11-27,29.0,Success
53166,1410,1,2025-12-27,29.0,Success
53167,1410,1,2026-01-26,29.0,Success
53168,1410,1,2026-02-25,29.0,Success
53169,1410,1,2026-03-27,29.0,Success
53170,1410,1,2026-04-26,29.0,Success
53171,1410,1,2026-05-26,29.0,Success
53172,1411,1,2025-05-24,0.0,Failed
53173,1411,1,2025-06-23,29.0,Success
53174,1411,1,2025-07-23,29.0,Success
53175,1411,1,2025-08-22,29.0,Success
53176,1411,1,2025-09-21,29.0,Success
53177,1411,1,2025-10-21,29.0,Success
53178,1411,1,2025-11-20,29.0,Success
53179,1411,1,2025-12-20,29.0,Success
53180,1411,1,2026-01-19,29.0,Success
53181,1411,1,2026-02-18,29.0,Success
53182,1411,1,2026-03-20,29.0,Success
53183,1411,1,2026-04-19,29.0,Success
53184,1411,1,2026-05-19,29.0,Success
53185,1412,1,2025-02-08,29.0,Success
53186,1412,1,2025-03-10,29.0,Success
53187,1412,1,2025-04-09,29.0,Success
53188,1412,1,2025-05-09,0.0,Failed
53189,1412,1,2025-06-08,29.0,Success
53190,1412,1,2025-07-08,29.0,Success
53191,1412,1,2025-08-07,29.0,Success
53192,1412,1,2025-09-06,29.0,Success
53193,1412,1,2025-10-06,29.0,Success
53194,1412,1,2025-11-05,29.0,Success
53195,1412,1,2025-12-05,29.0,Success
53196,1412,1,2026-01-04,29.0,Success
53197,1412,1,2026-02-03,29.0,Success
53198,1412,1,2026-03-05,0.0,Failed
53199,1412,1,2026-04-04,29.0,Success
53200,1412,1,2026-05-04,29.0,Success
53201,1413,2,2025-04-19,79.0,Success
53202,1413,2,2025-05-19,0.0,Failed
53203,1413,2,2025-06-18,79.0,Success
53204,1413,2,2025-07-18,79.0,Success
53205,1413,2,2025-08-17,79.0,Success
53206,1413,2,2025-09-16,79.0,Success
53207,1413,2,2025-10-16,79.0,Success
53208,1413,2,2025-11-15,79.0,Success
53209,1413,2,2025-12-15,79.0,Success
53210,1413,2,2026-01-14,79.0,Success
53211,1413,2,2026-02-13,79.0,Success
53212,1413,2,2026-03-15,79.0,Success
53213,1414,1,2025-02-11,29.0,Success
53214,1414,1,2025-03-13,29.0,Success
53215,1414,1,2025-04-12,29.0,Success
53216,1414,1,2025-05-12,29.0,Success
53217,1414,1,2025-06-11,29.0,Success
53218,1414,1,2025-07-11,29.0,Success
53219,1414,1,2025-08-10,29.0,Success
53220,1414,1,2025-09-09,29.0,Success
53221,1414,1,2025-10-09,29.0,Success
53222,1414,1,2025-11-08,29.0,Success
53223,1414,1,2025-12-08,29.0,Success
53224,1414,1,2026-01-07,29.0,Success
53225,1414,1,2026-02-06,29.0,Success
53226,1414,1,2026-03-08,29.0,Success
53227,1414,1,2026-04-07,29.0,Success
53228,1414,1,2026-05-07,29.0,Success
53229,1415,2,2025-07-05,79.0,Success
53230,1415,2,2025-08-04,79.0,Success
53231,1415,2,2025-09-03,79.0,Success
53232,1415,2,2025-10-03,79.0,Success
53233,1415,2,2025-11-02,79.0,Success
53234,1415,2,2025-12-02,0.0,Failed
53235,1415,2,2026-01-01,0.0,Failed
53236,1415,2,2026-01-31,79.0,Success
53237,1415,2,2026-03-02,79.0,Success
53238,1415,2,2026-04-01,79.0,Success
53239,1415,2,2026-05-01,79.0,Success
53240,1415,2,2026-05-31,79.0,Success
53241,1416,1,2026-02-02,29.0,Success
53242,1416,1,2026-03-04,29.0,Success
53243,1416,1,2026-04-03,29.0,Success
53244,1416,1,2026-05-03,29.0,Success
53245,1417,2,2025-08-11,79.0,Success
53246,1417,2,2025-09-10,79.0,Success
53247,1417,2,2025-10-10,79.0,Success
53248,1417,2,2025-11-09,79.0,Success
53249,1417,2,2025-12-09,79.0,Success
53250,1417,2,2026-01-08,79.0,Success
53251,1417,2,2026-02-07,79.0,Success
53252,1417,2,2026-03-09,79.0,Success
53253,1417,2,2026-04-08,79.0,Success
53254,1417,2,2026-05-08,79.0,Success
53255,1418,3,2025-05-13,149.0,Success
53256,1418,3,2025-06-12,149.0,Success
53257,1418,3,2025-07-12,149.0,Success
53258,1418,3,2025-08-11,0.0,Failed
53259,1418,3,2025-09-10,149.0,Success
53260,1418,3,2025-10-10,149.0,Success
53261,1418,3,2025-11-09,149.0,Success
53262,1418,3,2025-12-09,149.0,Success
53263,1418,3,2026-01-08,149.0,Success
53264,1418,3,2026-02-07,149.0,Success
53265,1418,3,2026-03-09,149.0,Success
53266,1418,3,2026-04-08,149.0,Success
53267,1418,3,2026-05-08,149.0,Success
53268,1419,2,2025-06-12,79.0,Success
53269,1419,2,2025-07-12,79.0,Success
53270,1419,2,2025-08-11,79.0,Success
53271,1419,2,2025-09-10,79.0,Success
53272,1419,2,2025-10-10,79.0,Success
53273,1419,2,2025-11-09,79.0,Success
