log_id,user_id,log_date,minutes_active,features_used,support_tickets_opened
901515,1303,2025-07-01,37,3,0
901516,1304,2026-01-09,70,5,1
901517,1304,2026-01-16,109,4,0
901518,1304,2025-10-20,88,4,0
901519,1304,2026-05-19,76,7,1
901520,1304,2026-02-03,109,2,0
901521,1305,2026-04-19,79,3,0
901522,1305,2026-01-19,54,5,0
901523,1305,2026-04-02,52,2,0
901524,1305,2026-05-29,113,6,0
901525,1305,2026-05-13,108,7,0
901526,1306,2026-03-20,20,7,0
901527,1306,2025-09-07,62,7,0
901528,1306,2026-01-13,48,6,0
901529,1306,2025-09-28,112,2,0
901530,1306,2025-12-17,49,7,0
901531,1307,2025-05-20,87,5,0
901532,1307,2025-05-20,36,3,0
901533,1307,2025-07-01,102,2,1
901534,1307,2025-06-02,68,6,0
901535,1307,2025-07-07,96,3,0
901536,1308,2026-02-04,100,5,0
901537,1308,2025-12-16,24,6,1
901538,1308,2025-09-21,25,3,0
901539,1308,2026-03-27,42,1,0
901540,1308,2025-06-16,60,7,0
901541,1309,2026-03-30,114,4,0
901542,1309,2026-02-16,97,2,0
901543,1309,2026-05-15,79,6,0
901544,1309,2026-02-23,102,1,0
901545,1309,2026-05-03,91,1,0
901546,1310,2026-05-19,67,6,0
901547,1310,2026-05-21,26,4,0
901548,1310,2026-04-21,25,7,0
901549,1310,2026-05-26,62,6,0
901550,1310,2026-05-15,37,6,0
901551,1311,2025-10-04,63,3,0
901552,1311,2026-02-07,103,4,0
901553,1311,2025-09-16,99,4,0
901554,1311,2026-03-20,108,7,0
901555,1311,2025-05-24,36,2,1
901556,1312,2025-05-09,29,5,0
901557,1312,2026-02-23,97,7,0
901558,1312,2025-11-24,63,7,0
901559,1312,2025-05-31,109,6,0
901560,1312,2025-11-02,95,1,0
901561,1313,2026-02-15,25,7,0
901562,1313,2026-04-30,24,6,0
901563,1313,2026-03-21,42,4,1
901564,1313,2026-03-20,107,4,0
901565,1313,2026-03-15,43,1,0
901566,1314,2025-06-08,70,5,0
901567,1314,2025-04-01,96,3,0
901568,1314,2025-09-19,115,5,0
901569,1314,2025-06-14,26,2,0
901570,1314,2025-05-16,61,7,1
901571,1315,2026-05-28,72,5,0
901572,1315,2026-05-29,21,7,0
901573,1315,2026-05-30,22,6,0
901574,1315,2026-05-28,68,1,0
901575,1315,2026-05-28,33,4,1
901576,1316,2025-10-02,93,6,0
901577,1316,2026-03-18,33,3,0
901578,1316,2025-05-08,53,3,0
901579,1316,2025-09-04,55,5,0
901580,1316,2026-02-13,99,2,0
901581,1317,2026-01-27,105,7,1
901582,1317,2025-11-05,50,2,0
901583,1317,2025-09-20,39,2,1
901584,1317,2025-09-13,63,2,0
901585,1317,2025-06-30,106,1,0
901586,1318,2026-05-23,57,7,0
901587,1318,2026-05-19,90,1,0
901588,1318,2026-05-05,71,2,0
901589,1318,2026-05-03,94,4,0
901590,1318,2026-05-11,27,5,1
901591,1319,2025-11-15,79,7,0
901592,1319,2025-12-25,60,6,0
901593,1319,2026-03-03,43,1,0
901594,1319,2026-01-17,25,3,0
901595,1319,2025-09-21,40,1,0
901596,1320,2026-02-10,38,2,0
901597,1320,2025-12-29,97,5,0
901598,1320,2026-02-17,112,4,0
901599,1320,2025-11-21,42,4,0
901600,1320,2025-12-15,96,3,0
901601,1321,2025-08-08,20,7,0
901602,1321,2025-10-17,90,5,1
901603,1321,2025-09-22,33,5,0
901604,1321,2025-11-15,84,2,0
901605,1321,2026-04-02,33,4,0
901606,1322,2026-05-03,98,1,0
901607,1322,2026-05-08,71,2,0
901608,1322,2026-04-09,31,7,0
901609,1322,2026-04-12,109,6,0
901610,1322,2026-04-25,50,1,0
901611,1323,2025-11-21,117,2,0
901612,1323,2025-11-29,107,7,0
901613,1323,2026-02-22,114,6,0
901614,1323,2026-04-10,25,4,0
901615,1323,2025-09-18,75,7,0
901616,1324,2025-09-15,63,6,0
901617,1324,2025-04-23,92,1,0
901618,1324,2026-05-14,24,5,0
901619,1324,2026-01-20,22,4,0
901620,1324,2025-04-23,33,3,1
901621,1325,2026-04-25,38,4,0
901622,1325,2025-11-07,33,5,0
901623,1325,2026-05-08,108,1,0
901624,1325,2025-07-13,29,6,0
901625,1325,2026-01-30,71,1,0
901626,1326,2026-04-07,29,2,0
901627,1326,2026-03-20,43,3,0
901628,1326,2026-05-17,61,4,0
901629,1326,2026-03-28,25,5,0
901630,1326,2026-04-21,28,3,0
901631,1327,2025-07-29,100,6,0
901632,1327,2026-03-08,27,7,0
901633,1327,2026-03-13,101,6,0
901634,1327,2026-01-30,111,7,0
901635,1327,2025-11-11,114,4,1
901636,1328,2025-10-21,49,6,1
901637,1328,2026-05-09,92,7,0
901638,1328,2026-01-07,22,7,0
901639,1328,2026-05-02,55,4,0
901640,1328,2025-10-24,57,3,1
901641,1329,2025-09-27,27,2,0
901642,1329,2026-03-01,12,1,1
901643,1329,2025-12-05,25,2,1
901644,1329,2026-01-07,26,1,0
901645,1329,2026-02-12,26,6,0
901646,1330,2025-06-29,84,6,0
901647,1330,2025-06-07,21,1,0
901648,1330,2025-04-23,67,1,0
901649,1330,2025-04-20,108,2,0
901650,1330,2025-04-20,86,3,0
901651,1331,2025-02-23,86,5,1
901652,1331,2025-03-06,68,4,0
901653,1331,2026-01-19,85,5,0
901654,1331,2026-01-28,71,1,0
901655,1331,2025-07-24,39,5,0
901656,1332,2026-04-21,68,2,0
901657,1332,2025-04-18,42,2,0
901658,1332,2025-10-18,56,1,0
901659,1332,2025-06-06,83,2,0
901660,1332,2026-02-27,63,1,0
901661,1333,2026-04-24,85,2,0
901662,1333,2026-04-28,83,1,0
901663,1333,2026-04-09,38,1,0
901664,1333,2026-04-07,58,1,0
901665,1333,2026-04-07,114,7,0
901666,1334,2025-10-27,25,5,0
901667,1334,2026-04-06,88,2,0
901668,1334,2026-01-07,66,5,0
901669,1334,2026-02-11,78,4,0
901670,1334,2025-09-19,29,5,0
901671,1335,2026-02-11,54,2,0
901672,1335,2026-05-30,89,6,0
901673,1335,2025-09-06,104,2,0
901674,1335,2025-12-26,72,4,0
901675,1335,2025-09-06,58,3,0
901676,1336,2026-05-27,30,4,0
901677,1336,2026-05-21,54,5,0
901678,1336,2026-05-23,40,7,0
901679,1336,2026-05-12,117,4,0
901680,1336,2026-05-04,53,4,0
901681,1337,2026-04-01,43,1,0
901682,1337,2026-04-01,101,6,0
901683,1337,2026-05-12,91,7,0
901684,1337,2026-04-24,89,6,1
901685,1337,2026-05-13,63,6,0
901686,1338,2026-02-07,26,1,0
901687,1338,2025-12-10,95,6,0
901688,1338,2026-02-26,34,3,0
901689,1338,2026-03-21,87,2,0
901690,1338,2026-03-26,53,6,1
901691,1339,2026-05-26,91,3,0
901692,1339,2025-11-25,83,4,0
901693,1339,2026-05-26,93,6,1
901694,1339,2026-04-09,92,7,0
901695,1339,2026-01-23,119,3,0
901696,1340,2026-01-05,24,1,0
901697,1340,2026-02-03,40,6,0
901698,1340,2025-10-30,25,2,0
901699,1340,2026-01-03,49,2,0
901700,1340,2025-12-26,67,7,0
901701,1341,2026-01-08,116,7,0
901702,1341,2026-01-13,74,5,0
901703,1341,2026-01-23,102,4,0
901704,1341,2026-01-19,103,1,0
901705,1341,2026-03-17,45,4,0
901706,1342,2025-05-12,101,6,0
901707,1342,2026-05-03,39,2,0
901708,1342,2025-11-15,94,3,0
901709,1342,2025-02-14,86,6,1
901710,1342,2026-02-22,106,1,1
901711,1343,2026-01-21,85,3,0
901712,1343,2025-09-25,75,5,0
901713,1343,2025-12-08,104,4,0
901714,1343,2025-12-18,103,1,0
901715,1343,2025-04-30,73,7,0
901716,1344,2025-07-19,66,4,1
901717,1344,2026-01-26,35,2,0
901718,1344,2026-02-01,30,5,0
901719,1344,2026-05-29,34,3,0
901720,1344,2026-01-26,81,2,0
901721,1345,2026-02-03,92,4,0
901722,1345,2025-09-08,77,7,0
901723,1345,2025-09-06,26,1,0
901724,1345,2025-11-27,61,2,0
901725,1345,2026-01-29,42,1,0
901726,1346,2026-03-24,97,1,1
901727,1346,2026-04-30,109,2,0
901728,1346,2026-04-14,28,3,0
901729,1346,2026-04-12,100,2,0
901730,1346,2026-04-05,32,5,0
901731,1347,2026-03-13,97,2,0
901732,1347,2026-05-26,68,5,0
901733,1347,2025-12-21,34,4,0
901734,1347,2026-04-08,42,7,0
901735,1347,2026-03-30,106,6,0
901736,1348,2025-11-13,56,6,0
901737,1348,2025-05-21,107,1,0
901738,1348,2025-03-17,81,3,0
901739,1348,2025-04-06,64,6,0
901740,1348,2025-07-30,98,6,0
901741,1349,2025-12-08,71,4,0
901742,1349,2026-04-21,115,3,0
901743,1349,2026-03-09,20,3,0
901744,1349,2026-01-12,79,1,0
901745,1349,2026-01-21,58,7,0
901746,1350,2026-01-27,23,2,0
901747,1350,2026-05-06,84,3,0
901748,1350,2026-04-07,51,4,0
901749,1350,2026-05-06,37,2,0
901750,1350,2025-12-26,106,1,0
901751,1351,2026-05-12,29,7,0
901752,1351,2026-05-23,76,2,1
901753,1351,2026-05-27,32,2,0
901754,1351,2026-05-25,53,3,1
901755,1351,2026-05-16,73,7,0
901756,1352,2025-12-11,29,3,0
901757,1352,2026-01-31,51,6,1
901758,1352,2025-06-17,35,4,0
901759,1352,2025-11-04,85,4,0
901760,1352,2025-12-12,47,7,0
901761,1353,2026-05-12,100,6,0
901762,1353,2026-04-20,46,1,0
901763,1353,2026-05-21,22,4,0
901764,1353,2026-05-01,36,2,0
901765,1353,2026-05-21,90,5,0
901766,1354,2026-03-30,104,7,1
901767,1354,2026-02-24,52,3,0
901768,1354,2026-02-17,110,3,0
901769,1354,2026-01-24,32,5,0
901770,1354,2026-01-19,78,4,0
901771,1355,2026-05-18,57,7,0
901772,1355,2026-04-24,30,2,0
901773,1355,2026-04-11,79,3,1
901774,1355,2026-04-15,50,7,0
901775,1355,2026-03-10,73,4,0
901776,1356,2025-09-27,77,2,0
901777,1356,2025-11-10,112,3,0
901778,1356,2025-11-13,48,5,0
901779,1356,2026-01-26,86,2,0
901780,1356,2026-02-24,59,2,0
901781,1357,2026-04-10,88,6,0
901782,1357,2026-02-24,72,5,0
901783,1357,2026-04-14,41,3,0
901784,1357,2026-03-26,29,6,0
901785,1357,2026-05-27,50,5,1
901786,1358,2025-09-01,110,2,0
901787,1358,2025-06-17,88,2,0
901788,1358,2025-09-02,90,2,0
901789,1358,2025-09-04,70,3,1
901790,1358,2025-08-15,112,1,0
901791,1359,2025-10-31,88,2,0
901792,1359,2025-09-19,105,2,0
901793,1359,2025-07-07,45,2,0
901794,1359,2025-09-13,80,3,0
901795,1359,2025-04-30,93,3,0
901796,1360,2026-02-13,72,4,0
901797,1360,2026-03-26,119,5,0
901798,1360,2026-02-15,87,5,0
901799,1360,2026-01-09,27,4,0
901800,1360,2025-12-14,78,3,0
901801,1361,2026-05-29,96,1,1
901802,1361,2026-04-17,40,5,1
901803,1361,2026-05-22,57,1,0
901804,1361,2026-03-14,42,6,0
901805,1361,2026-02-11,107,2,0
901806,1362,2026-03-31,65,2,0
901807,1362,2025-10-28,44,2,0
901808,1362,2025-02-09,73,3,0
901809,1362,2025-03-25,34,4,0
901810,1362,2025-09-05,42,5,0
901811,1363,2026-03-03,75,2,0
901812,1363,2026-03-12,69,4,0
901813,1363,2026-03-02,26,5,0
901814,1363,2026-05-03,94,1,0
901815,1363,2025-12-22,73,5,0
901816,1364,2025-11-13,66,3,0
901817,1364,2026-04-19,63,4,0
901818,1364,2026-04-27,87,5,0
901819,1364,2025-12-10,100,2,0
901820,1364,2025-12-21,65,3,1
901821,1365,2026-05-26,84,1,1
901822,1365,2026-05-15,21,4,0
901823,1365,2026-05-25,22,4,0
901824,1365,2026-05-19,22,2,0
901825,1365,2026-05-24,40,4,0
901826,1366,2025-11-01,23,6,0
901827,1366,2025-08-31,97,6,0
901828,1366,2026-03-11,109,5,0
901829,1366,2026-01-19,113,6,0
901830,1366,2026-03-18,25,4,0
901831,1367,2025-06-11,29,7,0
901832,1367,2025-06-11,117,2,0
901833,1367,2026-02-12,82,4,0
901834,1367,2025-09-30,36,2,0
901835,1367,2025-06-19,84,3,0
901836,1368,2026-05-08,74,6,0
901837,1368,2026-05-05,34,5,1
901838,1368,2026-05-21,75,7,0
901839,1368,2026-04-19,23,3,1
901840,1368,2026-04-02,49,2,0
901841,1369,2025-06-02,39,1,1
901842,1369,2025-06-22,109,2,0
901843,1369,2025-05-30,118,3,0
901844,1369,2025-07-09,97,1,0
901845,1369,2025-06-08,34,7,0
901846,1370,2026-03-04,65,7,0
901847,1370,2026-03-09,39,1,0
901848,1370,2026-01-14,74,3,0
901849,1370,2026-01-17,102,3,0
901850,1370,2025-08-17,60,6,0
901851,1371,2026-05-26,50,3,0
901852,1371,2026-05-20,28,3,0
901853,1371,2026-05-25,29,3,1
901854,1371,2026-05-23,58,7,0
901855,1371,2026-05-19,67,6,0
901856,1372,2026-05-10,87,2,0
901857,1372,2026-05-20,90,2,0
901858,1372,2026-05-19,77,1,0
901859,1372,2026-05-19,59,4,0
901860,1372,2026-05-27,29,2,0
901861,1373,2025-03-16,33,3,0
901862,1373,2026-03-17,77,1,0
901863,1373,2025-07-08,60,5,0
901864,1373,2025-06-11,107,3,0
901865,1373,2026-02-13,90,1,0
901866,1374,2026-03-14,115,3,0
901867,1374,2026-05-01,86,1,0
901868,1374,2026-04-07,110,3,0
901869,1374,2026-04-14,35,2,0
901870,1374,2026-03-01,91,3,0
901871,1375,2026-02-27,115,7,0
901872,1375,2026-01-21,38,4,0
901873,1375,2026-05-06,43,5,0
901874,1375,2026-05-15,72,2,0
901875,1375,2026-03-22,36,5,1
901876,1376,2026-05-19,20,7,0
901877,1376,2026-05-01,74,6,1
901878,1376,2026-03-28,27,2,0
901879,1376,2026-05-13,39,7,0
901880,1376,2026-04-12,75,1,0
901881,1377,2025-11-04,59,1,0
901882,1377,2026-03-15,31,4,1
901883,1377,2025-12-27,102,7,0
901884,1377,2026-04-22,55,2,0
901885,1377,2025-11-26,51,7,0
901886,1378,2026-05-28,57,6,0
901887,1378,2026-03-27,85,3,0
901888,1378,2026-02-08,56,1,0
901889,1378,2026-05-10,74,7,1
901890,1378,2026-02-02,107,1,0
901891,1379,2026-05-01,105,3,0
901892,1379,2026-04-21,90,4,0
901893,1379,2026-04-08,54,4,0
901894,1379,2026-04-25,71,7,0
901895,1379,2026-04-05,100,1,0
901896,1380,2025-09-23,101,1,0
901897,1380,2025-08-18,99,7,0
901898,1380,2025-09-12,60,4,0
901899,1380,2025-08-08,99,5,0
901900,1380,2025-08-30,64,2,0
901901,1381,2025-07-06,96,2,0
901902,1381,2025-05-24,106,5,0
901903,1381,2025-06-08,31,5,0
901904,1381,2025-06-13,95,7,0
901905,1381,2025-06-25,67,3,1
901906,1382,2025-10-20,66,7,0
901907,1382,2025-12-29,85,5,0
901908,1382,2026-05-03,101,5,0
901909,1382,2026-02-18,117,1,1
901910,1382,2026-02-26,101,3,0
901911,1383,2026-05-05,34,5,1
901912,1383,2025-11-28,104,1,0
901913,1383,2026-02-17,71,7,0
901914,1383,2025-08-14,76,1,0
901915,1383,2026-04-15,59,5,0
901916,1384,2025-12-20,27,3,1
901917,1384,2026-03-13,68,3,0
901918,1384,2025-03-18,71,2,0
901919,1384,2025-08-20,116,3,0
901920,1384,2025-12-25,104,6,1
901921,1385,2026-04-29,32,4,0
901922,1385,2026-01-14,104,7,0
901923,1385,2026-01-20,82,1,0
901924,1385,2026-03-19,53,1,0
901925,1385,2026-03-21,49,1,0
901926,1386,2026-04-10,43,3,0
901927,1386,2025-10-09,53,5,1
901928,1386,2025-10-14,29,2,0
901929,1386,2026-04-01,67,7,0
901930,1386,2025-10-11,43,5,0
901931,1387,2026-02-08,48,6,0
901932,1387,2026-03-31,41,7,0
901933,1387,2026-05-05,81,6,0
901934,1387,2025-12-21,105,4,0
901935,1387,2025-08-21,33,2,0
901936,1388,2026-04-04,112,6,1
901937,1388,2026-01-11,103,1,0
901938,1388,2026-04-25,36,3,0
901939,1388,2025-10-30,67,7,0
901940,1388,2026-04-15,26,2,1
901941,1389,2026-03-14,68,1,0
901942,1389,2025-12-15,98,7,0
901943,1389,2026-02-09,73,4,0
901944,1389,2025-07-08,42,2,0
901945,1389,2026-03-03,33,1,0
901946,1390,2026-05-21,32,6,0
901947,1390,2026-05-15,35,7,0
901948,1390,2026-05-06,63,5,0
901949,1390,2026-01-13,62,4,0
901950,1390,2026-02-08,63,2,0
901951,1391,2026-05-17,52,4,0
901952,1391,2026-02-06,85,2,0
901953,1391,2026-05-17,87,5,0
901954,1391,2026-04-06,99,5,0
901955,1391,2026-03-30,71,4,0
901956,1392,2025-04-06,90,7,0
901957,1392,2025-11-20,91,2,1
901958,1392,2025-04-04,33,1,0
901959,1392,2025-04-30,84,1,0
901960,1392,2026-04-04,94,2,0
901961,1393,2025-07-24,117,1,0
901962,1393,2026-05-19,65,1,0
901963,1393,2026-02-14,86,6,0
901964,1393,2026-02-25,48,1,0
901965,1393,2025-12-27,88,7,0
901966,1394,2026-02-09,63,3,0
901967,1394,2026-02-07,74,3,1
901968,1394,2026-05-21,70,1,0
901969,1394,2026-03-01,63,3,0
901970,1394,2026-02-14,80,2,0
901971,1395,2026-05-16,110,4,0
901972,1395,2026-04-11,58,3,1
901973,1395,2026-04-02,114,5,0
901974,1395,2026-05-25,33,1,0
901975,1395,2026-05-22,108,6,0
901976,1396,2026-01-05,62,5,0
901977,1396,2025-10-18,79,7,0
901978,1396,2026-05-26,87,5,0
901979,1396,2026-03-09,42,2,0
901980,1396,2025-11-15,88,6,0
901981,1397,2025-09-20,58,4,0
901982,1397,2025-04-13,69,3,0
901983,1397,2025-08-19,79,4,0
901984,1397,2025-04-01,68,4,0
901985,1397,2025-05-17,75,2,0
901986,1398,2025-12-25,78,2,0
901987,1398,2026-05-19,98,1,0
901988,1398,2026-01-11,24,2,0
901989,1398,2026-05-04,35,5,0
901990,1398,2026-04-04,66,3,0
901991,1399,2026-04-07,73,5,0
901992,1399,2026-04-16,60,4,0
901993,1399,2026-04-30,59,6,0
901994,1399,2026-05-14,112,2,0
901995,1399,2026-04-17,99,2,0
901996,1400,2026-02-13,58,1,0
901997,1400,2026-02-27,39,4,0
901998,1400,2026-04-02,116,1,0
901999,1400,2026-01-22,34,2,0
902000,1400,2026-04-07,90,4,0
902001,1401,2026-05-29,75,4,0
902002,1401,2026-05-21,49,4,0
902003,1401,2026-05-30,32,5,0
902004,1401,2026-05-28,79,4,0
902005,1401,2026-05-26,62,7,0
902006,1402,2026-04-21,98,7,0
902007,1402,2026-03-13,42,2,1
902008,1402,2026-05-24,36,4,0
902009,1402,2026-03-03,107,6,0
902010,1402,2026-02-07,106,6,0
902011,1403,2026-03-28,47,4,0
902012,1403,2026-03-30,84,7,0
902013,1403,2025-10-14,83,1,0
902014,1403,2025-08-12,88,2,0
902015,1403,2025-11-06,55,6,0
902016,1404,2025-10-10,52,3,0
902017,1404,2025-07-09,84,7,0
902018,1404,2025-06-28,27,6,0
902019,1404,2025-10-13,109,5,0
902020,1404,2025-10-31,57,1,0
902021,1405,2025-06-23,94,5,0
902022,1405,2025-09-07,116,1,0
902023,1405,2025-08-15,47,3,0
902024,1405,2025-07-14,57,5,0
902025,1405,2025-07-19,95,2,0
902026,1406,2026-05-10,106,6,0
902027,1406,2026-03-03,102,6,0
902028,1406,2026-03-28,68,1,1
902029,1406,2026-05-25,89,4,0
902030,1406,2026-02-14,116,3,0
902031,1407,2025-02-03,28,5,0
902032,1407,2025-06-12,87,2,0
902033,1407,2025-05-07,27,1,1
902034,1407,2025-07-04,38,2,0
902035,1407,2025-12-01,36,2,0
902036,1408,2026-05-04,85,1,0
902037,1408,2026-04-20,25,7,0
902038,1408,2026-05-19,40,3,0
902039,1408,2026-05-29,27,2,0
902040,1408,2026-04-17,86,7,0
902041,1409,2026-04-29,26,5,0
902042,1409,2026-05-19,107,2,0
902043,1409,2026-05-30,93,1,0
902044,1409,2026-05-15,90,4,0
902045,1409,2026-05-26,115,4,0
902046,1410,2025-11-22,86,2,0
902047,1410,2025-06-17,54,6,0
902048,1410,2025-09-25,104,5,0
902049,1410,2025-08-26,51,4,0
902050,1410,2025-10-10,105,3,0
902051,1411,2025-08-17,73,5,1
902052,1411,2026-04-13,28,6,0
902053,1411,2025-12-22,94,4,0
902054,1411,2025-07-20,114,1,0
902055,1411,2025-11-19,54,7,0
902056,1412,2025-05-09,36,5,0
902057,1412,2025-02-19,37,2,0
902058,1412,2025-03-16,98,2,0
902059,1412,2025-10-18,95,1,0
902060,1412,2026-04-14,36,1,0
902061,1413,2025-12-17,55,4,0
902062,1413,2025-06-13,26,2,0
902063,1413,2025-12-21,78,5,0
902064,1413,2025-12-13,115,1,0
902065,1413,2025-11-24,77,1,0
902066,1414,2025-08-11,50,5,0
902067,1414,2026-04-29,92,7,0
902068,1414,2026-01-17,108,1,0
902069,1414,2025-04-27,30,1,1
902070,1414,2025-07-14,83,2,0
902071,1415,2026-04-21,72,4,0
902072,1415,2026-02-21,118,2,0
902073,1415,2026-02-22,35,5,0
902074,1415,2025-08-26,117,6,1
902075,1415,2026-04-19,33,7,1
902076,1416,2026-05-23,118,6,0
902077,1416,2026-03-26,116,5,0
902078,1416,2026-03-26,117,3,1
902079,1416,2026-02-16,28,2,0
902080,1416,2026-02-04,24,6,0
902081,1417,2026-03-12,73,2,0
902082,1417,2026-01-09,47,2,0
902083,1417,2026-03-26,29,5,0
902084,1417,2025-10-07,112,3,0
902085,1417,2026-05-26,80,6,0
902086,1418,2025-11-03,99,4,0
902087,1418,2025-12-15,88,1,1
902088,1418,2026-01-07,67,2,1
902089,1418,2025-12-06,35,3,1
902090,1418,2025-08-31,100,4,0
902091,1419,2025-10-29,82,2,1
902092,1419,2025-07-06,52,7,1
902093,1419,2026-05-06,85,6,0
902094,1419,2025-10-26,108,7,0
902095,1419,2026-05-26,59,2,0
902096,1420,2025-12-21,43,6,0
902097,1420,2025-09-09,42,2,0
902098,1420,2025-09-28,42,4,0
902099,1420,2026-04-14,91,3,0
902100,1420,2026-04-29,89,5,0
902101,1421,2026-02-02,52,4,0
902102,1421,2026-05-04,94,6,0
902103,1421,2025-11-21,41,5,0
902104,1421,2025-09-24,48,5,0
902105,1421,2026-03-12,32,3,0
902106,1422,2025-05-16,26,1,0
902107,1422,2025-07-29,49,6,0
902108,1422,2025-01-16,22,7,0
902109,1422,2025-02-13,61,2,0
902110,1422,2025-04-30,102,1,0
902111,1423,2025-12-23,99,1,1
902112,1423,2026-03-15,97,6,0
902113,1423,2025-08-27,67,7,0
902114,1423,2025-08-30,78,5,0
902115,1423,2025-05-20,85,3,0
902116,1424,2026-05-16,77,6,0
902117,1424,2026-05-07,37,1,0
902118,1424,2026-05-14,61,5,0
902119,1424,2026-05-10,59,1,0
902120,1424,2026-05-14,42,1,0
902121,1425,2025-11-22,117,3,0
902122,1425,2025-09-22,69,1,0
902123,1425,2026-05-16,73,2,0
902124,1425,2025-12-24,79,2,0
902125,1425,2025-11-20,92,5,0
902126,1426,2025-10-13,86,6,0
902127,1426,2025-11-19,112,2,0
902128,1426,2025-10-05,30,1,0
902129,1426,2025-12-13,108,7,0
902130,1426,2026-01-17,31,3,0
902131,1427,2025-08-28,118,1,0
902132,1427,2025-08-14,82,7,0
902133,1427,2025-07-11,89,7,1
902134,1427,2025-10-08,39,5,0
902135,1427,2025-10-30,55,5,0
902136,1428,2026-02-03,74,5,0
902137,1428,2026-01-04,31,3,0
902138,1428,2026-01-23,48,7,0
902139,1428,2025-07-30,79,6,0
902140,1428,2026-03-06,73,4,0
902141,1429,2026-03-10,110,2,0
902142,1429,2026-04-12,52,5,1
902143,1429,2026-02-07,73,7,0
902144,1429,2025-09-23,75,4,0
902145,1429,2025-11-10,63,3,0
902146,1430,2026-05-14,20,2,0
902147,1430,2026-05-19,113,3,0
902148,1430,2026-02-06,99,5,0
902149,1430,2026-03-16,75,2,0
902150,1430,2026-05-02,78,7,0
902151,1431,2025-10-12,69,3,0
902152,1431,2026-02-24,39,5,0
902153,1431,2026-01-31,38,4,0
902154,1431,2025-09-06,87,1,0
902155,1431,2025-09-04,56,5,1
902156,1432,2025-03-08,25,3,0
902157,1432,2025-03-22,118,1,0
902158,1432,2025-06-10,58,7,0
902159,1432,2025-03-12,92,5,0
902160,1432,2025-10-02,112,1,1
902161,1433,2025-09-05,99,2,0
902162,1433,2025-06-23,70,4,0
902163,1433,2025-10-14,81,1,0
902164,1433,2025-10-28,43,7,1
902165,1433,2025-10-27,85,2,0
902166,1434,2026-03-03,58,5,1
902167,1434,2026-04-25,60,3,0
902168,1434,2026-04-04,86,2,0
902169,1434,2026-05-12,30,3,0
902170,1434,2026-04-14,46,6,0
902171,1435,2026-01-27,43,1,1
902172,1435,2025-12-10,62,3,0
902173,1435,2026-04-19,92,7,0
902174,1435,2026-02-27,23,4,0
902175,1435,2026-02-03,39,2,0
902176,1436,2026-05-20,44,7,0
902177,1436,2026-05-24,90,7,1
902178,1436,2026-05-30,65,4,0
902179,1436,2026-05-20,27,7,0
902180,1436,2026-05-20,98,5,0
902181,1437,2026-04-09,34,6,0
902182,1437,2026-01-26,39,3,0
902183,1437,2026-03-19,76,4,0
902184,1437,2026-03-15,86,3,0
902185,1437,2026-04-14,108,4,0
902186,1438,2026-01-24,89,7,0
902187,1438,2026-04-28,24,5,0
902188,1438,2026-04-14,74,2,0
902189,1438,2026-02-24,49,7,0
902190,1438,2026-04-17,67,7,1
902191,1439,2026-05-30,99,2,0
902192,1439,2026-05-24,46,7,0
902193,1439,2026-05-30,90,3,0
902194,1439,2026-05-22,118,1,0
902195,1439,2026-05-21,114,1,0
902196,1440,2026-05-28,112,3,0
902197,1440,2026-05-28,81,3,0
902198,1440,2026-05-26,48,1,0
902199,1440,2026-05-27,25,6,0
902200,1440,2026-05-28,81,7,0
902201,1441,2026-01-29,52,6,0
902202,1441,2025-12-10,116,3,0
902203,1441,2026-02-08,107,6,0
902204,1441,2026-05-29,24,4,0
902205,1441,2026-03-25,107,4,0
902206,1442,2025-10-30,46,3,1
902207,1442,2025-08-17,43,5,0
902208,1442,2026-03-25,29,1,0
902209,1442,2025-09-22,96,6,0
902210,1442,2026-02-14,50,4,0
902211,1443,2026-01-12,102,1,0
902212,1443,2026-01-09,97,1,0
902213,1443,2026-01-19,79,2,0
902214,1443,2025-12-05,115,6,0
902215,1443,2025-11-10,97,4,0
902216,1444,2026-02-04,110,7,0
902217,1444,2026-01-04,56,7,0
902218,1444,2025-12-08,33,7,0
902219,1444,2025-12-26,72,2,0
902220,1444,2026-05-16,79,1,0
902221,1445,2025-08-13,64,7,0
902222,1445,2026-04-05,119,1,0
902223,1445,2025-07-22,64,3,0
902224,1445,2026-03-01,64,7,0
902225,1445,2025-04-08,115,1,0
902226,1446,2025-10-01,17,3,2
902227,1446,2025-09-20,7,1,1
902228,1446,2025-09-17,22,1,0
902229,1446,2025-09-29,13,2,0
902230,1446,2025-09-27,7,5,1
902231,1447,2026-03-28,10,6,0
902232,1447,2026-04-13,18,5,1
902233,1447,2026-05-06,25,3,0
902234,1447,2026-03-23,7,2,0
902235,1447,2026-03-16,6,4,1
902236,1448,2026-05-06,53,6,0
902237,1448,2026-04-10,63,7,0
902238,1448,2026-03-22,78,6,0
902239,1448,2026-04-05,35,6,0
902240,1448,2026-04-12,91,6,1
902241,1449,2026-03-16,104,2,0
902242,1449,2025-10-02,61,2,0
902243,1449,2026-02-09,20,3,0
902244,1449,2026-03-06,22,4,0
902245,1449,2025-12-24,23,7,1
902246,1450,2026-02-27,80,1,0
902247,1450,2026-05-18,96,7,0
902248,1450,2026-01-31,51,2,0
902249,1450,2025-09-27,108,3,0
